中国武夷	000797
中水渔业	000798
酒鬼酒	000799
一汽轿车	000800
四川九洲	000801
北京旅游	000802
金宇车城	000803
*ST炎黄	000805
银河投资	000806
云铝股份	000807
铁岭新城	000809
华润锦华	000810
烟台冰轮	000811
陕西金叶	000812
天山纺织	000813
*ST美利	000815
江淮动力	000816
辽油退市	000817
方大化工	000818
岳阳兴长	000819
金城股份	000820
京山轻机	000821
山东海化	000822
超声电子	000823
太钢不锈	000825
桑德环境	000826
*ST长兴	000827
东莞控股	000828
天音控股	000829
鲁西化工	000830
五矿稀土	000831
*ST龙涤	000832
贵糖股份	000833
四川圣达	000835
鑫茂科技	000836
秦川发展	000837
国兴地产	000838
中信国安	000839
承德露露	000848
华茂股份	000850
高鸿股份	000851
江钻股份	000852
冀东装备	000856
五粮液	000858
国风塑业	000859
顺鑫农业	000860
海印股份	000861
银星能源	000862
三湘股份	000863
扬子退市	000866
安凯客车	000868
张裕A	000869
吉电股份	000875
新希望	000876
天山股份	000877
云南铜业	000878
潍柴重机	000880
大连国际	000881
华联股份	000882
湖北能源	000883
同力水泥	000885
海南高速	000886
中鼎股份	000887
峨眉山A	000888
茂业物流	000889
法尔胜	000890
星美联合	000892
东凌粮油	000893
双汇发展	000895
津滨发展	000897
*ST鞍钢	000898
赣能股份	000899
现代投资	000900
航天科技	000901
中国服装	000902
云内动力	000903
厦门港务	000905
物产中拓	000906
*ST天一	000908
数源科技	000909
大亚科技	000910
南宁糖业	000911
泸天化	000912
钱江摩托	000913
山大华特	000915
华北高速	000916
电广传媒	000917
嘉凯城	000918
金陵药业	000919
南方汇通	000920
海信科龙	000921
佳电股份	000922
河北宣工	000923
众合机电	000925
福星股份	000926
一汽夏利	000927
中钢吉炭	000928
兰州黄河	000929
中粮生化	000930
中关村	000931
华菱钢铁	000932
神火股份	000933
四川双马	000935
华西股份	000936
冀中能源	000937
紫光股份	000938
凯迪电力	000939
南天信息	000948
新乡化纤	000949
建峰化工	000950
中国重汽	000951
广济药业	000952
*ST河化	000953
欣龙控股	000955
中原退市	000956
中通客车	000957
*ST东热	000958
首钢股份	000959
锡业股份	000960
中南建设	000961
东方钽业	000962
华东医药	000963
天保基建	000965
长源电力	000966
上风高科	000967
煤气化	000968
安泰科技	000969
中科三环	000970
蓝鼎控股	000971
*ST中基	000972
佛塑科技	000973
银泰资源	000975
春晖股份	000976
浪潮信息	000977
桂林旅游	000978
中弘股份	000979
金马股份	000980
银亿股份	000981
中银绒业	000982
西山煤电	000983
大庆华科	000985
广州友谊	000987
华工科技	000988
九芝堂	000989
诚志股份	000990
闽东电力	000993
皇台酒业	000995
中国中期	000996
新大陆	000997
隆平高科	000998
华润三九	000999
宗申动力	001696
豫能控股	001896
新和成	002001
鸿达兴业	002002
伟星股份	002003
华邦颖泰	002004
德豪润达	002005
精功科技	002006
华兰生物	002007
大族激光	002008
天奇股份	002009
传化股份	002010
盾安环境	002011
凯恩股份	002012
中航精机	002013
永新股份	002014
霞客环保	002015
世荣兆业	002016
东信和平	002017
华星化工	002018
鑫富药业	002019
京新药业	002020
中捷股份	002021
科华生物	002022
海特高新	002023
苏宁云商	002024
航天电器	002025
山东威达	002026
七喜控股	002027
思源电气	002028
七匹狼	002029
达安基因	002030
巨轮股份	002031
苏泊尔	002032
丽江旅游	002033
美欣达	002034
华帝股份	002035
宜科科技	002036
久联发展	002037
双鹭药业	002038
黔源电力	002039
南京港	002040
登海种业	002041
华孚色纺	002042
兔宝宝	002043
江苏三友	002044
国光电器	002045
轴研科技	002046
*ST成霖	002047
宁波华翔	002048
同方国芯	002049
三花股份	002050
中工国际	002051
同洲电子	002052
云南盐化	002053
德美化工	002054
得润电子	002055
横店东磁	002056
中钢天源	002057
威尔泰	002058
云南旅游	002059
粤水电	002060
江山化工	002061
宏润建设	002062
远光软件	002063
华峰氨纶	002064
东华软件	002065
瑞泰科技	002066
景兴纸业	002067
黑猫股份	002068
獐子岛	002069
众和股份	002070
江苏宏宝	002071
德棉股份	002072
软控股份	002073
东源电器	002074
沙钢股份	002075
雪莱特	002076
大港股份	002077
太阳纸业	002078
苏州固锝	002079
中材科技	002080
金螳螂	002081
栋梁新材	002082
孚日股份	002083
海鸥卫浴	002084
万丰奥威	002085
东方海洋	002086
新野纺织	002087
鲁阳股份	002088
新海宜	002089
金智科技	002090
江苏国泰	002091
中泰化学	002092
国脉科技	002093
青岛金王	002094
生意宝	002095
南岭民爆	002096
山河智能	002097
浔兴股份	002098
海翔药业	002099
天康生物	002100
广东鸿图	002101
冠福家用	002102
广博股份	002103
恒宝股份	002104
信隆实业	002105
莱宝高科	002106
沃华医药	002107
沧州明珠	002108
兴化股份	002109
三钢闽光	002110
威海广泰	002111
三变科技	002112
天润控股	002113
罗平锌电	002114
三维通信	002115
中国海诚	002116
东港股份	002117
紫鑫药业	002118
康强电子	002119
新海股份	002120
科陆电子	002121
天马股份	002122
荣信股份	002123
天邦股份	002124
湘潭电化	002125
银轮股份	002126
新民科技	002127
露天煤业	002128
中环股份	002129
沃尔核材	002130
利欧股份	002131
恒星科技	002132
广宇集团	002133
天津普林	002134
东南网架	002135
安纳达	002136
实益达	002137
顺络电子	002138
拓邦股份	002139
东华科技	002140
蓉胜超微	002141
宁波银行	002142
高金食品	002143
宏达高科	002144
中核钛白	002145
荣盛发展	002146
方圆支承	002147
北纬通信	002148
西部材料	002149
通润装备	002150
北斗星通	002151
广电运通	002152
石基信息	002153
报喜鸟	002154
辰州矿业	002155
通富微电	002156
正邦科技	002157
汉钟精机	002158
三特索道	002159
常铝股份	002160
远望谷	002161
*ST上控	002162
中航三鑫	002163
东力传动	002164
红宝丽	002165
莱茵生物	002166
东方锆业	002167
深圳惠程	002168
智光电气	002169
芭田股份	002170
精诚铜业	002171
澳洋科技	002172
千足珍珠	002173
梅花伞	002174
广陆数测	002175
江特电机	002176
御银股份	002177
延华智能	002178
中航光电	002179
万力达	002180
粤传媒	002181
云海金属	002182
怡亚通	002183
海得控制	002184
华天科技	002185
全聚德	002186
广百股份	002187
新嘉联	002188
利达光电	002189
成飞集成	002190
劲嘉股份	002191
路翔股份	002192
山东如意	002193
武汉凡谷	002194
海隆软件	002195
方正电机	002196
证通电子	002197
嘉应制药	002198
东晶电子	002199
*ST大地	002200
九鼎新材	002201
金风科技	002202
海亮股份	002203
大连重工	002204
国统股份	002205
海利得	002206
准油股份	002207
合肥城建	002208
达意隆	002209
飞马国际	002210
宏达新材	002211
南洋股份	002212
特尔佳	002213
大立科技	002214
诺普信	002215
三全食品	002216
联合化工	002217
拓日新能	002218
独一味	002219
天宝股份	002220
东华能源	002221
福晶科技	002222
鱼跃医疗	002223
三力士	002224
濮耐股份	002225
江南化工	002226
奥特迅	002227
合兴包装	002228
鸿博股份	002229
科大讯飞	002230
奥维通信	002231
启明信息	002232
塔牌集团	002233
民和股份	002234
安妮股份	002235
大华股份	002236
恒邦股份	002237
天威视讯	002238
金飞达	002239
威华股份	002240
歌尔声学	002241
九阳股份	002242
通产丽星	002243
滨江集团	002244
澳洋顺昌	002245
北化股份	002246
帝龙新材	002247
华东数控	002248
大洋电机	002249
联化科技	002250
步步高	002251
上海莱士	002252
川大智胜	002253
泰和新材	002254
海陆重工	002255
彩虹精化	002256
利尔化学	002258
升达林业	002259
伊立浦	002260
拓维信息	002261
恩华药业	002262
大东南	002263
新华都	002264
*ST西仪	002265
浙富股份	002266
陕天然气	002267
卫士通	002268
美邦服饰	002269
法因数控	002270
东方雨虹	002271
川润股份	002272
水晶光电	002273
华昌化工	002274
桂林三金	002275
万马电缆	002276
友阿股份	002277
神开股份	002278
久其软件	002279
新世纪	002280
光迅科技	002281
博深工具	002282
天润曲轴	002283
亚太股份	002284
世联地产	002285
保龄宝	002286
奇正藏药	002287
超华科技	002288
宇顺电子	002289
禾盛新材	002290
星期六	002291
奥飞动漫	002292
罗莱家纺	002293
信立泰	002294
精艺股份	002295
辉煌科技	002296
博云新材	002297
鑫龙电器	002298
圣农发展	002299
太阳电缆	002300
齐心文具	002301
西部建设	002302
美盈森	002303
洋河股份	002304
南国置业	002305
湘鄂情	002306
北新路桥	002307
威创股份	002308
中利科技	002309
东方园林	002310
海大集团	002311
三泰电子	002312
日海通讯	002313
雅致股份	002314
焦点科技	002315
键桥通讯	002316
众生药业	002317
久立特材	002318
乐通股份	002319
海峡股份	002320
华英农业	002321
理工监测	002322
中联电气	002323
普利特	002324
洪涛股份	002325
永太科技	002326
富安娜	002327
新朋股份	002328
皇氏乳业	002329
得利斯	002330
皖通科技	002331
仙琚制药	002332
罗普斯金	002333
英威腾	002334
科华恒盛	002335
人人乐	002336
赛象科技	002337
奥普光电	002338
积成电子	002339
格林美	002340
新纶科技	002341
巨力索具	002342
禾欣股份	002343
海宁皮城	002344
潮宏基	002345
柘中建设	002346
泰尔重工	002347
高乐股份	002348
精华制药	002349
北京科锐	002350
漫步者	002351
鼎泰新材	002352
杰瑞股份	002353
科冕木业	002354
兴民钢圈	002355
浩宁达	002356
富临运业	002357
森源电气	002358
齐星铁塔	002359
同德化工	002360
神剑股份	002361
汉王科技	002362
隆基机械	002363
中恒电气	002364
永安药业	002365
丹甫股份	002366
康力电梯	002367
太极股份	002368
卓翼科技	002369
亚太药业	002370
七星电子	002371
伟星新材	002372
联信永益	002373
丽鹏股份	002374
亚厦股份	002375
新北洋	002376
国创高新	002377
章源钨业	002378
鲁丰股份	002379
科远股份	002380
双箭股份	002381
蓝帆股份	002382
合众思壮	002383
东山精密	002384
大北农	002385
天原集团	002386
黑牛食品	002387
新亚制程	002388
南洋科技	002389
信邦制药	002390
长青股份	002391
北京利尔	002392
力生制药	002393
联发股份	002394
双象股份	002395
星网锐捷	002396
梦洁家纺	002397
建研集团	002398
海普瑞	002399
省广股份	002400
中海科技	002401
和而泰	002402
爱仕达	002403
嘉欣丝绸	002404
四维图新	002405
远东传动	002406
多氟多	002407
齐翔腾达	002408
雅克科技	002409
广联达	002410
九九久	002411
汉森制药	002412
常发股份	002413
高德红外	002414
海康威视	002415
爱施德	002416
三元达	002417
康盛股份	002418
天虹商场	002419
毅昌股份	002420
达实智能	002421
科伦药业	002422
中原特钢	002423
贵州百灵	002424
凯撒股份	002425
胜利精密	002426
尤夫股份	002427
云南锗业	002428
兆驰股份	002429
杭氧股份	002430
棕榈园林	002431
九安医疗	002432
太安堂	002433
万里扬	002434
长江润发	002435
兴森科技	002436
誉衡药业	002437
江苏神通	002438
启明星辰	002439
闰土股份	002440
众业达	002441
龙星化工	002442
金洲管道	002443
巨星科技	002444
中南重工	002445
盛路通信	002446
壹桥苗业	002447
中原内配	002448
国星光电	002449
康得新	002450
摩恩电气	002451
长高集团	002452
天马精化	002453
松芝股份	002454
百川股份	002455
欧菲光	002456
青龙管业	002457
益生股份	002458
天业通联	002459
赣锋锂业	002460
珠江啤酒	002461
嘉事堂	002462
沪电股份	002463
金利科技	002464
海格通信	002465
天齐锂业	002466
二六三	002467
艾迪西	002468
三维工程	002469
金正大	002470
中超电缆	002471
双环传动	002472
圣莱达	002473
榕基软件	002474
立讯精密	002475
宝莫股份	002476
雏鹰农牧	002477
常宝股份	002478
富春环保	002479
新筑股份	002480
双塔食品	002481
广田股份	002482
润邦股份	002483
江海股份	002484
希努尔	002485
嘉麟杰	002486
大金重工	002487
金固股份	002488
浙江永强	002489
山东墨龙	002490
通鼎光电	002491
恒基达鑫	002492
荣盛石化	002493
华斯股份	002494
佳隆股份	002495
辉丰股份	002496
雅化集团	002497
汉缆股份	002498
科林环保	002499
山西证券	002500
利源铝业	002501
骅威股份	002502
搜于特	002503
东光微电	002504
大康牧业	002505
*ST超日	002506
涪陵榨菜	002507
老板电器	002508
天广消防	002509
天汽模	002510
中顺洁柔	002511
达华智能	002512
蓝丰生化	002513
宝馨科技	002514
金字火腿	002515
江苏旷达	002516
泰亚股份	002517
科士达	002518
银河电子	002519
日发精机	002520
齐峰新材	002521
浙江众成	002522
天桥起重	002523
光正集团	002524
胜景山河	002525
山东矿机	002526
新时达	002527
英飞拓	002528
海源机械	002529
丰东股份	002530
天顺风能	002531
新界泵业	002532
金杯电工	002533
杭锅股份	002534
林州重机	002535
西泵股份	002536
海立美达	002537
司尔特	002538
新都化工	002539
亚太科技	002540
鸿路钢构	002541
中化岩土	002542
万和电气	002543
杰赛科技	002544
东方铁塔	002545
新联电子	002546
春兴精工	002547
金新农	002548
凯美特气	002549
千红制药	002550
尚荣医疗	002551
宝鼎重工	002552
南方轴承	002553
惠博普	002554
顺荣股份	002555
辉隆股份	002556
洽洽食品	002557
世纪游轮	002558
亚威股份	002559
通达股份	002560
徐家汇	002561
兄弟科技	002562
森马服饰	002563
张化机	002564
上海绿新	002565
益盛药业	002566
唐人神	002567
百润股份	002568
步森股份	002569
贝因美	002570
德力股份	002571
索菲亚	002572
国电清新	002573
明牌珠宝	002574
群兴玩具	002575
通达动力	002576
雷柏科技	002577
闽发铝业	002578
中京电子	002579
圣阳股份	002580
万昌科技	002581
好想你	002582
海能达	002583
西陇化工	002584
双星新材	002585
围海股份	002586
奥拓电子	002587
史丹利	002588
瑞康医药	002589
万安科技	002590
恒大高新	002591
八菱科技	002592
日上集团	002593
比亚迪	002594
豪迈科技	002595
海南瑞泽	002596
金禾实业	002597
山东章鼓	002598
盛通股份	002599
江粉磁材	002600
佰利联	002601
世纪华通	002602
以岭药业	002603
龙力生物	002604
姚记扑克	002605
大连电瓷	002606
亚夏汽车	002607
舜天船舶	002608
捷顺科技	002609
爱康科技	002610
东方精工	002611
朗姿股份	002612
北玻股份	002613
蒙发利	002614
哈尔斯	002615
长青集团	002616
露笑科技	002617
丹邦科技	002618
巨龙管业	002619
瑞和股份	002620
大连三垒	002621
永大集团	002622
亚玛顿	002623
金磊股份	002624
龙生股份	002625
金达威	002626
宜昌交运	002627
成都路桥	002628
仁智油服	002629
华西能源	002630
德尔家居	002631
道明光学	002632
申科股份	002633
棒杰股份	002634
安洁科技	002635
金安国纪	002636
赞宇科技	002637
勤上光电	002638
雪人股份	002639
百圆裤业	002640
永高股份	002641
荣之联	002642
烟台万润	002643
佛慈制药	002644
华宏科技	002645
青青稞酒	002646
宏磊股份	002647
卫星石化	002648
博彦科技	002649
加加食品	002650
利君股份	002651
扬子新材	002652
海思科	002653
万润科技	002654
共达电声	002655
卡奴迪路	002656
中科金财	002657
雪迪龙	002658
中泰桥梁	002659
茂硕电源	002660
克明面业	002661
京威股份	002662
普邦园林	002663
信质电机	002664
首航节能	002665
德联集团	002666
鞍重股份	002667
奥马电器	002668
康达新材	002669
华声股份	002670
龙泉股份	002671
东江环保	002672
西部证券	002673
兴业科技	002674
东诚生化	002675
顺威股份	002676
浙江美大	002677
珠江钢琴	002678
福建金森	002679
黄海机械	002680
奋达科技	002681
龙洲股份	002682
宏大爆破	002683
猛狮科技	002684
华东重机	002685
亿利达	002686
乔治白	002687
金河生物	002688
博林特	002689
美亚光电	002690
石中装备	002691
远程电缆	002692
双成药业	002693
顾地科技	002694
煌上煌	002695
百洋股份	002696
红旗连锁	002697
博实股份	002698
美盛文化	002699
新疆浩源	002700
奥瑞金	002701
海欣食品	002702
浙江世宝	002703
国安GAC1	031005
阿胶EJC1	031007
攀钢AGP1	038011
钾肥JFP1	038014
盐湖YHP1	038015
集琦JQP1	038016
深发SFP1	038017
Ｒ-003	131800
Ｒ-007	131801
Ｒ-014	131802
Ｒ-028	131803
Ｒ-091	131805
Ｒ-182	131806
Ｒ-004	131809
Ｒ-001	131810
Ｒ-002	131811
ＲＣ-003	131900
ＲＣ-007	131901
ＲＣ-001	131910
ＲＣ-002	131911
瑞福进取	150001
大成优选	150002
建信优势	150003
同庆A	150006
同庆B	150007
瑞和小康	150008
瑞和远见	150009
国泰优先	150010
国泰进取	150011
双禧A	150012
双禧B	150013
合润A	150016
合润B	150017
银华稳进	150018
银华锐进	150019
汇利A	150020
汇利B	150021
申万收益	150022
申万进取	150023
景丰A	150025
景丰B	150026
添利B	150027
信诚500A	150028
信诚500B	150029
银华金利	150030
银华鑫利	150031
多利优先	150032
多利进取	150033
聚利A	150034
建信稳健	150036
建信进取	150037
万家利B	150038
鼎利A	150039
鼎利B	150040
天盈B	150041
利鑫B	150042
裕祥B	150043
增利A	150044
增利B	150045
丰利B	150046
银华瑞吉	150047
银华瑞祥	150048
消费收益	150049
消费进取	150050
信诚300A	150051
信诚300B	150052
泰达稳健	150053
泰达进取	150054
工银500A	150055
工银500B	150056
久兆稳健	150057
久兆积极	150058
银华金瑞	150059
银华鑫瑞	150060
丰泽B	150061
浦银增A	150062
浦银增B	150063
同瑞A	150064
同瑞B	150065
互利A	150066
互利B	150067
双翼B	150068
双力A	150069
双力B	150070
中欧盛世A	150071
中欧盛世B	150072
诺安稳健	150073
诺安进取	150075
浙商稳健	150076
浙商进取	150077
金鹰回报B	150078
通利债B	150079
双佳B	150080
双盈B	150081
信达利B	150082
广发100A	150083
广发100B	150084
中小板A	150085
中小板B	150086
信用B	150087
金鹰500A	150088
金鹰500B	150089
万家创A	150090
万家创B	150091
诺德300A	150092
诺德300B	150093
泰信400A	150094
泰信400B	150095
商品A	150096
商品B	150097
同庆800A	150098
同庆800B	150099
资源A	150100
资源B	150101
利众B	150102
华安300A	150104
华安300B	150105
易基稳健	150106
易基进取	150107
同辉100A	150108
同辉100B	150109
华商500A	150110
华商500B	150111
工银100A	150112
工银100B	150113
惠裕B	150114
同丰B	150115
房地产A	150117
房地产B	150118
鼎利进取	150120
银河优先	150121
银河进取	150122
建信50A	150123
建信50B	150124
工银增B	150128
丰利债B	150129
医药A	150130
医药B	150131
元盛B	150132
德信A	150133
德信B	150134
国金300A	150140
国金300B	150141
转债A	150143
转债B	150144
300高贝A	150145
300高贝B	150146
800医药A	150148
800医药B	150149
800有色A	150150
800有色B	150151
创业板A	150152
创业板B	150153
保证金	159001
招商快线	159003
申赎现金	159900
深100ETF	159901
中小板	159902
深成ETF	159903
深红利	159905
深成长	159906
中小300	159907
深F200	159908
深TMT	159909
深F120	159910
民营ETF	159911
深300ETF	159912
深价值	159913
创业板	159915
深F60	159916
中小成长	159917
中创400	159918
300ETF	159919
恒生ETF	159920
中小等权	159921
500ETF	159922
100ETF	159923
300等权	159924
南方300	159925
国债ETF	159926
A300ETF	159927
消费ETF	159928
医药ETF	159929
能源ETF	159930
金融ETF	159931
500深ETF	159932
金地ETF	159933
南方积配	160105
南方高增	160106
南方500	160119
南方金利	160128
南方永利	160130
国泰小盘	160211
国泰估值	160212
国泰价值	160215
华夏蓝筹	160311
华夏行业	160314
博时主题	160505
鹏华价值	160607
鹏华动力	160610
鹏华治理	160611
鹏华创新	160613
鹏华300	160615
鹏华500	160616
鹏华丰润	160617
中小企债	160621
嘉实300	160706
嘉实50	160716
嘉实恒生	160717
中期企债	160720
长盛同智	160805
长盛300	160807
大成创新	160910
优选LOF	160916
富国天惠	161005
富国天丰	161010
富国天锋	161019
易基永旭	161117
易基综债	161119
国投全球	161210
国投消费	161213
融通巨潮	161607
融通领先	161610
招商成长	161706
招商信用	161713
银华内需	161810
银华300	161811
银华信用	161813
银华纯债	161820
银华50A	161821
万家优选	161903
万家强债	161911
长城久富	162006
泰达效率	162207
海富100	162307
华宝油气	162411
景顺鼎益	162605
景顺资源	162607
广发小盘	162703
广发500	162711
广发聚源	162715
长信100	163001
申万债券	163112
诺安纯债	163210
大摩资源	163302
兴全趋势	163402
兴全300	163407
兴全轻资	163412
兴全模式	163415
天治核心	163503
中银中国	163801
中银信用	163819
中银300E	163821
华富强债	164105
天弘深成	164205
添富季红	164702
工银四季	164808
工银纯债	164810
工银资源	164815
交银添利	164902
建信300	165309
建信优势	165313
信诚深度	165508
信诚增强	165509
信诚周期	165516
中欧趋势	166001
中欧小盘	166006
中欧300	166007
中欧强债	166008
民生增利	166902
华宸300	167901
基金开元	184688
基金普惠	184689
基金同益	184690
基金景宏	184691
基金裕隆	184692
基金普丰	184693
基金天元	184698
基金同盛	184699
基金景福	184701
基金金盛	184703
基金裕泽	184705
基金天华	184706
基金丰和	184721
基金久嘉	184722
基金鸿阳	184728
万科B	200002
PT金田B	200003
深物业B	200011
南玻B	200012
*ST石化B	200013
PT中浩B	200015
深康佳B	200016
*ST中华B	200017
*ST中冠B	200018
深深宝B	200019
深华发B	200020
深赤湾B	200022
招商局B	200024
特力B	200025
飞亚达B	200026
一致B	200028
深深房B	200029
富奥B	200030
深南电B	200037
中集B	200039
*ST本实B	200041
深纺织B	200045
深基地B	200053
*ST建摩B	200054
方大B	200055
*ST国商B	200056
*ST大洋B	200057
深赛格B	200058
山航B	200152
南江B	200160
雷伊B	200168
宝石B	200413
小天鹅B	200418
粤高速B	200429
宁通信B	200468
晨鸣B	200488
*ST珠江B	200505
闽灿坤B	200512
丽珠B	200513
皖美菱B	200521
大冷B	200530
粤电力B	200539
粤照明B	200541
江铃B	200550
沙隆达B	200553
苏常柴B	200570
苏威孚B	200581
古井贡B	200596
大东海B	200613
长安B	200625
瓦轴B	200706
京东方B	200725
鲁泰B	200726
本钢板B	200761
*ST武锅B	200770
杭汽轮B	200771
张裕B	200869
粤华包B	200986
中鲁B	200992
特锐德	300001
神州泰岳	300002
乐普医疗	300003
南风股份	300004
探路者	300005
莱美药业	300006
汉威电子	300007
上海佳豪	300008
安科生物	300009
立思辰	300010
鼎汉技术	300011
华测检测	300012
新宁物流	300013
亿纬锂能	300014
爱尔眼科	300015
北陆药业	300016
网宿科技	300017
中元华电	300018
硅宝科技	300019
银江股份	300020
大禹节水	300021
